%       "time"           "x"            "y"           "z"      "uindex"    "i"  "j"  "k"          "head"           "temp"           "pres"    "satn"           "epot"             "vx"             "vy"             "vz"          "bhpr"            "kz" 
%
  0.255000000E+02  0.240250E+04   0.142500E+04   0.725000E+03         2    65    30    15  0.18972469E+04   0.84828841E+02   0.11240524E+02   0.00000000E+00   0.00000000E+00   0.67622767E-06  -0.53005444E-07   0.12294581E-07   0.10811638E+02   0.58500000E-13
%
  0.257500000E+02  0.240250E+04   0.142500E+04   0.725000E+03         2    65    30    15  0.18972326E+04   0.84818254E+02   0.11240467E+02   0.00000000E+00   0.00000000E+00   0.66879401E-06  -0.52847298E-07   0.12426114E-07   0.10811527E+02   0.58500000E-13
%
  0.260000000E+02  0.240250E+04   0.142500E+04   0.725000E+03         2    65    30    15  0.18972179E+04   0.84807340E+02   0.11240409E+02   0.00000000E+00   0.00000000E+00   0.66110524E-06  -0.52687415E-07   0.12559190E-07   0.10811413E+02   0.58500000E-13
%
  0.262500000E+02  0.240250E+04   0.142500E+04   0.725000E+03         2    65    30    15  0.18972028E+04   0.84796090E+02   0.11240349E+02   0.00000000E+00   0.00000000E+00   0.65315509E-06  -0.52525556E-07   0.12693862E-07   0.10811296E+02   0.58500000E-13
%
  0.265000000E+02  0.240250E+04   0.142500E+04   0.725000E+03         2    65    30    15  0.18971872E+04   0.84784497E+02   0.11240288E+02   0.00000000E+00   0.00000000E+00   0.64493732E-06  -0.52361769E-07   0.12830193E-07   0.10811176E+02   0.58500000E-13
%
  0.267500000E+02  0.240250E+04   0.142500E+04   0.725000E+03         2    65    30    15  0.18971713E+04   0.84772552E+02   0.11240225E+02   0.00000000E+00   0.00000000E+00   0.63644596E-06  -0.52196014E-07   0.12968229E-07   0.10811052E+02   0.58500000E-13
%
  0.270000000E+02  0.240250E+04   0.142500E+04   0.725000E+03         2    65    30    15  0.18971549E+04   0.84760248E+02   0.11240161E+02   0.00000000E+00   0.00000000E+00   0.62767532E-06  -0.52028243E-07   0.13108035E-07   0.10810925E+02   0.58500000E-13
%
  0.272500000E+02  0.240250E+04   0.142500E+04   0.725000E+03         2    65    30    15  0.18971380E+04   0.84747578E+02   0.11240096E+02   0.00000000E+00   0.00000000E+00   0.61861997E-06  -0.51858444E-07   0.13249653E-07   0.10810795E+02   0.58500000E-13
%
  0.275000000E+02  0.240250E+04   0.142500E+04   0.725000E+03         2    65    30    15  0.18971207E+04   0.84734535E+02   0.11240028E+02   0.00000000E+00   0.00000000E+00   0.60927465E-06  -0.51686560E-07   0.13393140E-07   0.10810661E+02   0.58500000E-13
%
  0.277500000E+02  0.240250E+04   0.142500E+04   0.725000E+03         2    65    30    15  0.18971029E+04   0.84721112E+02   0.11239959E+02   0.00000000E+00   0.00000000E+00   0.59963445E-06  -0.51512729E-07   0.13538551E-07   0.10810524E+02   0.58500000E-13
%
  0.280000000E+02  0.240250E+04   0.142500E+04   0.725000E+03         2    65    30    15  0.18970847E+04   0.84707304E+02   0.11239889E+02   0.00000000E+00   0.00000000E+00   0.58969479E-06  -0.51336730E-07   0.13685918E-07   0.10810383E+02   0.58500000E-13
%
  0.282500000E+02  0.240250E+04   0.142500E+04   0.725000E+03         2    65    30    15  0.18970659E+04   0.84693105E+02   0.11239817E+02   0.00000000E+00   0.00000000E+00   0.57945125E-06  -0.51158654E-07   0.13835293E-07   0.10810238E+02   0.58500000E-13
%
  0.285000000E+02  0.240250E+04   0.142500E+04   0.725000E+03         2    65    30    15  0.18970467E+04   0.84678510E+02   0.11239743E+02   0.00000000E+00   0.00000000E+00   0.56889985E-06  -0.50978614E-07   0.13986720E-07   0.10810090E+02   0.58500000E-13
%
  0.287500000E+02  0.240250E+04   0.142500E+04   0.725000E+03         2    65    30    15  0.18970270E+04   0.84663513E+02   0.11239668E+02   0.00000000E+00   0.00000000E+00   0.55803693E-06  -0.50796522E-07   0.14140240E-07   0.10809938E+02   0.58500000E-13
%
  0.290000000E+02  0.240250E+04   0.142500E+04   0.725000E+03         2    65    30    15  0.18970068E+04   0.84648112E+02   0.11239590E+02   0.00000000E+00   0.00000000E+00   0.54685902E-06  -0.50612386E-07   0.14295891E-07   0.10809782E+02   0.58500000E-13
%
  0.292500000E+02  0.240250E+04   0.142500E+04   0.725000E+03         2    65    30    15  0.18969861E+04   0.84632301E+02   0.11239512E+02   0.00000000E+00   0.00000000E+00   0.53536308E-06  -0.50426289E-07   0.14453712E-07   0.10809622E+02   0.58500000E-13
%
  0.295000000E+02  0.240250E+04   0.142500E+04   0.725000E+03         2    65    30    15  0.18969649E+04   0.84616079E+02   0.11239431E+02   0.00000000E+00   0.00000000E+00   0.52354641E-06  -0.50238210E-07   0.14613731E-07   0.10809459E+02   0.58500000E-13
%
  0.297500000E+02  0.240250E+04   0.142500E+04   0.725000E+03         2    65    30    15  0.18969432E+04   0.84599441E+02   0.11239349E+02   0.00000000E+00   0.00000000E+00   0.51140658E-06  -0.50048198E-07   0.14775976E-07   0.10809291E+02   0.58500000E-13
%
  0.300000000E+02  0.240250E+04   0.142500E+04   0.725000E+03         2    65    30    15  0.18969210E+04   0.84582387E+02   0.11239264E+02   0.00000000E+00   0.00000000E+00   0.49894159E-06  -0.49856252E-07   0.14940471E-07   0.10809120E+02   0.58500000E-13
%
  0.302500000E+02  0.240250E+04   0.142500E+04   0.725000E+03         2    65    30    15  0.18968983E+04   0.84564913E+02   0.11239178E+02   0.00000000E+00   0.00000000E+00   0.48614962E-06  -0.49662511E-07   0.15107241E-07   0.10808944E+02   0.58500000E-13
%
  0.305000000E+02  0.240250E+04   0.142500E+04   0.725000E+03         2    65    30    15  0.18968750E+04   0.84547019E+02   0.11239090E+02   0.00000000E+00   0.00000000E+00   0.47302930E-06  -0.49466970E-07   0.15276304E-07   0.10808765E+02   0.58500000E-13
%
  0.307500000E+02  0.240250E+04   0.142500E+04   0.725000E+03         2    65    30    15  0.18968513E+04   0.84528703E+02   0.11239001E+02   0.00000000E+00   0.00000000E+00   0.45957954E-06  -0.49269719E-07   0.15447677E-07   0.10808581E+02   0.58500000E-13
%
  0.310000000E+02  0.240250E+04   0.142500E+04   0.725000E+03         2    65    30    15  0.18968270E+04   0.84509966E+02   0.11238909E+02   0.00000000E+00   0.00000000E+00   0.44579958E-06  -0.49070830E-07   0.15621370E-07   0.10808394E+02   0.58500000E-13
%
  0.312500000E+02  0.240250E+04   0.142500E+04   0.725000E+03         2    65    30    15  0.18968021E+04   0.84490806E+02   0.11238816E+02   0.00000000E+00   0.00000000E+00   0.43168899E-06  -0.48870345E-07   0.15797391E-07   0.10808202E+02   0.58500000E-13
%
  0.315000000E+02  0.240250E+04   0.142500E+04   0.725000E+03         2    65    30    15  0.18967768E+04   0.84471225E+02   0.11238721E+02   0.00000000E+00   0.00000000E+00   0.41724764E-06  -0.48668340E-07   0.15975744E-07   0.10808007E+02   0.58500000E-13
%
  0.317500000E+02  0.240250E+04   0.142500E+04   0.725000E+03         2    65    30    15  0.18967509E+04   0.84451223E+02   0.11238624E+02   0.00000000E+00   0.00000000E+00   0.40247567E-06  -0.48464951E-07   0.16156430E-07   0.10807807E+02   0.58500000E-13
%
  0.320000000E+02  0.240250E+04   0.142500E+04   0.725000E+03         2    65    30    15  0.18967246E+04   0.84430803E+02   0.11238525E+02   0.00000000E+00   0.00000000E+00   0.38737357E-06  -0.48260136E-07   0.16339440E-07   0.10807603E+02   0.58500000E-13
%
  0.322500000E+02  0.240250E+04   0.142500E+04   0.725000E+03         2    65    30    15  0.18966977E+04   0.84409964E+02   0.11238424E+02   0.00000000E+00   0.00000000E+00   0.37194210E-06  -0.48054038E-07   0.16524768E-07   0.10807395E+02   0.58500000E-13
%
  0.325000000E+02  0.240250E+04   0.142500E+04   0.725000E+03         2    65    30    15  0.18966702E+04   0.84388710E+02   0.11238321E+02   0.00000000E+00   0.00000000E+00   0.35618227E-06  -0.47846759E-07   0.16712403E-07   0.10807184E+02   0.58500000E-13
%
  0.327500000E+02  0.240250E+04   0.142500E+04   0.725000E+03         2    65    30    15  0.18966423E+04   0.84367043E+02   0.11238217E+02   0.00000000E+00   0.00000000E+00   0.34009538E-06  -0.47638384E-07   0.16902329E-07   0.10806968E+02   0.58500000E-13
%
  0.330000000E+02  0.240250E+04   0.142500E+04   0.725000E+03         2    65    30    15  0.18966138E+04   0.84344966E+02   0.11238110E+02   0.00000000E+00   0.00000000E+00   0.32368298E-06  -0.47429027E-07   0.17094525E-07   0.10806748E+02   0.58500000E-13
%
  0.332500000E+02  0.240250E+04   0.142500E+04   0.725000E+03         2    65    30    15  0.18965849E+04   0.84322482E+02   0.11238002E+02   0.00000000E+00   0.00000000E+00   0.30694687E-06  -0.47218742E-07   0.17288969E-07   0.10806524E+02   0.58500000E-13
%
  0.335000000E+02  0.240250E+04   0.142500E+04   0.725000E+03         2    65    30    15  0.18965554E+04   0.84299595E+02   0.11237892E+02   0.00000000E+00   0.00000000E+00   0.28988910E-06  -0.47007653E-07   0.17485632E-07   0.10806296E+02   0.58500000E-13
%
  0.337500000E+02  0.240250E+04   0.142500E+04   0.725000E+03         2    65    30    15  0.18965254E+04   0.84276307E+02   0.11237780E+02   0.00000000E+00   0.00000000E+00   0.27251192E-06  -0.46795866E-07   0.17684483E-07   0.10806064E+02   0.58500000E-13
%
  0.340000000E+02  0.240250E+04   0.142500E+04   0.725000E+03         2    65    30    15  0.18964949E+04   0.84252625E+02   0.11237666E+02   0.00000000E+00   0.00000000E+00   0.25481778E-06  -0.46583484E-07   0.17885489E-07   0.10805828E+02   0.58500000E-13
%
  0.342500000E+02  0.240250E+04   0.142500E+04   0.725000E+03         2    65    30    15  0.18964639E+04   0.84228551E+02   0.11237550E+02   0.00000000E+00   0.00000000E+00   0.23680938E-06  -0.46370599E-07   0.18088609E-07   0.10805588E+02   0.58500000E-13
%
  0.345000000E+02  0.240250E+04   0.142500E+04   0.725000E+03         2    65    30    15  0.18964325E+04   0.84204091E+02   0.11237432E+02   0.00000000E+00   0.00000000E+00   0.21848964E-06  -0.46157333E-07   0.18293804E-07   0.10805344E+02   0.58500000E-13
%
  0.347500000E+02  0.240250E+04   0.142500E+04   0.725000E+03         2    65    30    15  0.18964005E+04   0.84179250E+02   0.11237313E+02   0.00000000E+00   0.00000000E+00   0.19986149E-06  -0.45943800E-07   0.18501026E-07   0.10805096E+02   0.58500000E-13
%
  0.350000000E+02  0.240250E+04   0.142500E+04   0.725000E+03         2    65    30    15  0.18963680E+04   0.84154033E+02   0.11237191E+02   0.00000000E+00   0.00000000E+00   0.18092809E-06  -0.45730077E-07   0.18710227E-07   0.10804845E+02   0.58500000E-13
